user_id,age,gender,country,subscription_type,preferred_genres,avg_daily_watch_time,preferred_watch_time,account_age_months
159,20,Other,Canada,Basic,"Documentary,Animation",3.42,Afternoon,50
160,42,Male,Canada,Standard,Thriller,1.82,Night,45
161,23,Male,USA,Standard,Documentary,3.28,Morning,8
162,44,Male,UK,Basic,"Romance,Documentary",6.01,Night,43
163,48,Male,USA,Standard,"Thriller,Animation,Fantasy",6.16,Afternoon,7
164,25,Female,India,Premium,"Drama,Sci-Fi,Fantasy",0.9,Afternoon,7
165,46,Male,UK,Standard,Documentary,0.5,Morning,29
166,39,Male,Mexico,Premium,"Drama,Thriller,Comedy",1.42,Evening,3
167,44,Male,France,Standard,"Documentary,Thriller",0.5,Evening,16
168,57,Male,UK,Standard,"Drama,Fantasy",0.5,Evening,13
169,32,Male,Canada,Standard,"Action,Drama",8.0,Evening,50
170,25,Female,Brazil,Standard,"Documentary,Comedy",8.0,Evening,18
171,24,Female,Mexico,Standard,"Action,Horror",1.08,Night,44
172,25,Female,USA,Standard,"Documentary,Drama",4.29,Afternoon,13
173,34,Female,UK,Standard,"Thriller,Comedy",0.63,Afternoon,31
174,39,Female,UK,Basic,"Comedy,Horror",1.35,Evening,3
175,38,Male,USA,Premium,"Horror,Romance,Drama",3.24,Evening,30
176,44,Female,Germany,Standard,"Animation,Comedy",2.0,Afternoon,3
177,35,Female,Brazil,Standard,Fantasy,4.3,Evening,26
178,52,Female,UK,Standard,"Comedy,Thriller,Fantasy",8.0,Afternoon,2
179,31,Female,Japan,Premium,"Comedy,Documentary",0.5,Evening,39
180,67,Male,Germany,Standard,"Fantasy,Romance,Drama",6.46,Afternoon,34
181,42,Female,UK,Standard,"Drama,Animation",1.33,Night,38
182,24,Female,USA,Premium,Fantasy,1.31,Afternoon,13
183,22,Other,France,Premium,"Horror,Animation",0.5,Evening,11
184,40,Male,Brazil,Basic,"Romance,Fantasy,Documentary",4.49,Night,37
185,32,Male,France,Basic,"Action,Sci-Fi,Drama",3.56,Afternoon,7
186,43,Male,USA,Premium,"Animation,Documentary",5.61,Morning,43
187,40,Female,USA,Premium,"Drama,Action",0.5,Evening,27
188,34,Male,USA,Standard,Animation,0.61,Evening,7
189,24,Male,Germany,Standard,"Comedy,Animation,Documentary",0.9,Evening,8
190,18,Other,Japan,Standard,Documentary,1.89,Evening,36
191,29,Male,USA,Standard,Documentary,1.06,Night,42
192,45,Female,Brazil,Standard,"Fantasy,Romance,Comedy",0.89,Evening,29
193,37,Male,Germany,Basic,"Thriller,Romance,Comedy",0.5,Morning,21
194,20,Female,France,Premium,"Horror,Fantasy,Thriller",0.5,Evening,26
195,37,Female,India,Premium,"Documentary,Thriller",1.6,Afternoon,20
196,39,Female,USA,Standard,"Sci-Fi,Action",1.48,Evening,29
197,24,Female,Mexico,Standard,Action,3.84,Morning,15
198,36,Male,USA,Basic,"Animation,Romance,Fantasy",4.34,Evening,23
199,35,Male,UK,Standard,"Drama,Sci-Fi",3.02,Evening,15
200,21,Male,Brazil,Standard,Horror,4.45,Evening,51
201,39,Female,Mexico,Standard,"Animation,Fantasy,Comedy",0.5,Evening,10
202,41,Female,Canada,Standard,Drama,1.53,Night,2
203,47,Male,Germany,Standard,Documentary,0.84,Night,48
204,47,Female,France,Premium,"Animation,Romance,Thriller",0.73,Evening,52
205,18,Male,Brazil,Basic,"Animation,Comedy,Romance",3.12,Evening,30
206,23,Female,USA,Standard,Thriller,4.45,Afternoon,37
207,41,Other,Brazil,Premium,Drama,0.5,Evening,27
208,41,Male,Canada,Standard,Fantasy,0.5,Afternoon,17
209,41,Female,Canada,Standard,"Romance,Fantasy",2.55,Evening,3
210,80,Male,UK,Standard,"Sci-Fi,Romance,Thriller",0.5,Evening,8
211,41,Female,Canada,Premium,"Romance,Animation,Horror",3.66,Afternoon,43
212,48,Female,India,Basic,"Action,Animation",4.41,Morning,37
213,46,Male,Canada,Standard,"Comedy,Animation",1.85,Night,49
214,42,Male,India,Basic,"Thriller,Animation",5.98,Evening,4
215,31,Male,USA,Basic,"Action,Comedy,Drama",0.5,Evening,24
216,44,Female,Japan,Standard,"Action,Horror,Fantasy",0.64,Evening,29
217,25,Female,Brazil,Basic,"Animation,Action",3.71,Evening,8
218,32,Male,France,Premium,"Documentary,Action,Comedy",7.88,Night,34
219,29,Female,Germany,Premium,"Documentary,Romance,Fantasy",8.0,Afternoon,48
220,35,Female,Germany,Standard,Documentary,0.5,Night,9
221,62,Male,Mexico,Standard,"Comedy,Action,Fantasy",2.5,Evening,58
222,18,Male,Brazil,Standard,"Comedy,Fantasy,Documentary",0.5,Night,17
223,43,Female,USA,Premium,"Action,Drama,Sci-Fi",3.01,Night,10
224,18,Female,Brazil,Standard,"Horror,Documentary,Action",3.65,Evening,24
225,29,Male,UK,Basic,"Fantasy,Animation,Drama",4.87,Night,56
226,48,Male,USA,Premium,Drama,1.88,Evening,45
227,35,Male,Mexico,Premium,"Drama,Romance,Comedy",4.74,Afternoon,22
228,22,Female,UK,Standard,"Romance,Sci-Fi",6.44,Night,17
229,26,Male,Australia,Premium,Thriller,1.9,Afternoon,31
230,43,Male,USA,Premium,"Drama,Fantasy,Action",1.86,Evening,44
231,26,Female,USA,Standard,Animation,1.76,Evening,9
232,37,Female,Canada,Standard,"Thriller,Fantasy",1.76,Evening,15
233,35,Male,USA,Premium,"Animation,Sci-Fi",3.72,Evening,42
234,27,Male,Japan,Standard,Thriller,0.5,Afternoon,51
235,60,Female,USA,Standard,"Drama,Documentary,Comedy",1.51,Evening,30
236,42,Male,UK,Basic,"Thriller,Sci-Fi",1.86,Evening,17
237,18,Male,USA,Premium,Horror,0.6,Night,7
238,37,Female,USA,Premium,"Thriller,Action",1.95,Afternoon,46
239,27,Male,Australia,Basic,"Thriller,Sci-Fi,Comedy",1.52,Afternoon,45
240,45,Female,USA,Premium,Romance,3.34,Afternoon,26
241,25,Female,France,Premium,"Comedy,Documentary,Action",1.09,Evening,53
242,33,Male,India,Premium,Documentary,7.48,Afternoon,2
243,41,Male,France,Basic,Horror,1.33,Evening,48
244,45,Female,Brazil,Standard,"Comedy,Action,Sci-Fi",2.49,Evening,29
245,20,Female,USA,Standard,Comedy,0.63,Afternoon,49
246,30,Female,USA,Standard,"Sci-Fi,Horror,Action",2.92,Night,6
247,29,Female,Mexico,Standard,Documentary,1.8,Afternoon,33
248,27,Male,Japan,Premium,"Drama,Fantasy,Thriller",1.05,Evening,38
249,56,Female,France,Standard,"Action,Sci-Fi",1.07,Evening,1
250,39,Male,France,Premium,"Action,Fantasy",1.18,Evening,55
251,19,Male,UK,Basic,Romance,1.44,Evening,55
252,46,Male,USA,Standard,Thriller,0.71,Evening,10
253,60,Male,Australia,Basic,Comedy,0.81,Evening,52
254,47,Female,France,Standard,Sci-Fi,7.95,Evening,55
255,18,Male,Canada,Standard,"Comedy,Animation",0.9,Night,31
256,29,Male,Mexico,Premium,"Documentary,Horror",2.46,Afternoon,24
257,50,Male,UK,Standard,Romance,1.06,Evening,8
258,26,Female,USA,Standard,"Comedy,Fantasy,Documentary",4.16,Afternoon,28
259,40,Female,Mexico,Standard,Romance,2.98,Evening,28
260,44,Male,Australia,Basic,"Drama,Sci-Fi",0.99,Afternoon,48
261,23,Male,Canada,Basic,Drama,3.15,Night,44
262,34,Male,USA,Standard,Drama,3.53,Evening,51
263,18,Female,USA,Standard,"Action,Animation,Horror",0.5,Evening,46
264,22,Female,France,Premium,"Horror,Comedy,Sci-Fi",2.16,Afternoon,8
265,31,Female,UK,Standard,Comedy,4.12,Evening,29
266,20,Female,Brazil,Premium,"Thriller,Fantasy",0.5,Morning,19
267,54,Male,India,Standard,"Fantasy,Drama",1.77,Afternoon,29
268,18,Female,Australia,Premium,"Action,Comedy,Thriller",4.58,Afternoon,59
269,29,Female,UK,Standard,Romance,7.63,Night,15
270,36,Male,Australia,Standard,Animation,2.67,Evening,31
271,52,Male,UK,Standard,"Drama,Fantasy,Romance",0.99,Evening,5
272,18,Female,USA,Premium,Action,2.32,Evening,49
273,48,Female,USA,Standard,Sci-Fi,0.5,Evening,28
274,35,Male,UK,Standard,"Documentary,Romance,Fantasy",1.52,Evening,55
275,23,Female,Mexico,Standard,"Fantasy,Action,Romance",3.25,Evening,46
276,40,Female,USA,Standard,"Comedy,Documentary",0.5,Afternoon,15
277,37,Male,USA,Standard,Thriller,2.31,Evening,58
278,27,Male,India,Basic,"Sci-Fi,Drama",2.22,Night,8
279,35,Male,USA,Standard,"Documentary,Sci-Fi",0.53,Night,36
280,30,Female,Australia,Standard,"Horror,Documentary,Animation",2.11,Evening,32
281,36,Male,UK,Basic,Animation,1.32,Morning,39
282,42,Male,USA,Standard,Documentary,1.63,Evening,39
283,54,Female,India,Basic,"Animation,Romance,Thriller",0.98,Afternoon,22
284,20,Female,USA,Premium,Action,4.16,Afternoon,5
285,60,Male,Germany,Standard,"Thriller,Fantasy",1.14,Afternoon,10
286,18,Male,USA,Premium,"Thriller,Documentary,Sci-Fi",3.91,Afternoon,52
287,33,Female,USA,Standard,"Thriller,Action,Comedy",0.5,Morning,31
288,42,Female,USA,Premium,Romance,0.82,Evening,37
289,38,Female,USA,Standard,Action,1.29,Afternoon,23
290,27,Male,USA,Standard,"Thriller,Horror",1.3,Afternoon,32
291,32,Female,Australia,Standard,"Documentary,Romance",1.46,Afternoon,24
292,29,Female,Canada,Premium,Fantasy,2.64,Evening,4
293,27,Female,UK,Standard,Action,2.13,Evening,53
294,45,Female,UK,Standard,"Sci-Fi,Action,Animation",1.84,Evening,43
295,39,Male,India,Basic,"Horror,Drama,Animation",4.55,Night,38
296,26,Male,India,Standard,"Action,Sci-Fi,Horror",0.55,Night,15
297,45,Female,Japan,Standard,"Animation,Action,Horror",4.92,Evening,11
298,38,Female,Mexico,Basic,"Romance,Horror,Comedy",4.17,Night,25
299,44,Female,UK,Standard,"Fantasy,Documentary",0.54,Afternoon,26
300,42,Male,UK,Standard,"Sci-Fi,Comedy,Horror",2.45,Afternoon,54
301,25,Female,Germany,Premium,"Animation,Sci-Fi,Horror",0.63,Evening,39
302,28,Female,Germany,Basic,"Action,Animation,Drama",7.15,Afternoon,56
303,43,Male,Canada,Standard,Horror,1.7,Evening,51
304,42,Male,UK,Premium,Drama,0.57,Evening,37
305,34,Female,India,Standard,Romance,2.53,Afternoon,36
306,36,Female,Brazil,Standard,Fantasy,3.07,Afternoon,33
307,50,Female,UK,Premium,Drama,2.32,Evening,48
308,27,Female,Japan,Standard,Horror,0.69,Morning,44
309,41,Male,USA,Standard,Sci-Fi,3.32,Evening,20
310,32,Male,USA,Premium,Fantasy,6.63,Night,50
311,32,Female,UK,Premium,Documentary,7.6,Evening,52
312,48,Female,UK,Standard,"Horror,Thriller",2.84,Evening,34
313,44,Female,USA,Basic,Documentary,4.59,Evening,45
314,44,Female,Brazil,Standard,"Horror,Sci-Fi",8.0,Evening,12
315,50,Male,UK,Basic,Animation,0.5,Evening,36
316,35,Female,Germany,Basic,"Animation,Sci-Fi",1.62,Evening,4
317,43,Male,USA,Standard,"Horror,Sci-Fi",0.86,Night,13
318,31,Male,USA,Premium,"Animation,Documentary,Thriller",1.61,Night,59
319,38,Male,Mexico,Premium,"Thriller,Horror,Documentary",6.22,Evening,3
320,33,Male,Germany,Standard,"Animation,Documentary,Fantasy",8.0,Evening,53
321,36,Male,India,Standard,Thriller,5.88,Evening,57
322,42,Male,India,Basic,"Horror,Drama",0.55,Afternoon,17
323,25,Male,UK,Standard,"Horror,Thriller",4.06,Night,7
324,60,Male,USA,Basic,Romance,4.25,Morning,58
325,22,Female,Brazil,Premium,"Romance,Horror,Animation",2.17,Morning,45
326,20,Male,India,Basic,"Documentary,Drama",3.14,Evening,47
327,48,Male,Germany,Premium,"Animation,Horror,Comedy",5.89,Evening,14
328,44,Female,Australia,Standard,Animation,8.0,Evening,32
329,42,Female,Australia,Standard,"Romance,Drama",0.5,Evening,48
330,42,Female,UK,Basic,"Animation,Documentary,Drama",0.74,Evening,49
331,34,Male,Germany,Standard,Romance,6.82,Evening,26
332,24,Female,Brazil,Premium,"Horror,Action,Drama",1.0,Evening,31
333,35,Male,France,Premium,"Thriller,Sci-Fi",0.5,Evening,48
334,26,Male,USA,Standard,Sci-Fi,0.94,Evening,31
335,46,Male,UK,Standard,"Sci-Fi,Documentary",1.83,Evening,16
336,33,Female,USA,Standard,"Fantasy,Sci-Fi",1.22,Evening,1
337,25,Male,USA,Premium,"Drama,Horror,Sci-Fi",3.88,Morning,46
338,31,Male,Mexico,Premium,"Documentary,Horror,Thriller",2.36,Evening,34
339,39,Male,USA,Standard,Horror,1.43,Evening,26
340,28,Female,USA,Standard,"Fantasy,Sci-Fi",8.0,Evening,54
341,25,Female,UK,Standard,"Documentary,Comedy",5.43,Evening,59
342,37,Male,Germany,Standard,"Animation,Thriller",4.96,Night,30
343,37,Female,Canada,Basic,"Romance,Documentary,Thriller",2.09,Evening,41
344,28,Female,USA,Standard,Action,3.78,Afternoon,51
345,29,Female,USA,Premium,"Documentary,Action",1.02,Afternoon,5
346,37,Male,USA,Standard,"Drama,Horror,Comedy",1.0,Morning,24
347,18,Female,Canada,Basic,"Romance,Horror",5.57,Afternoon,10
348,18,Male,USA,Premium,Drama,2.27,Evening,38
349,26,Female,India,Standard,"Drama,Thriller,Romance",1.05,Evening,35
350,32,Male,Canada,Standard,"Animation,Romance,Documentary",4.67,Night,2
351,38,Male,USA,Standard,"Fantasy,Documentary,Comedy",1.46,Evening,29
352,52,Male,Japan,Standard,"Thriller,Fantasy,Sci-Fi",1.28,Evening,19
353,45,Female,UK,Standard,"Thriller,Drama,Romance",0.5,Evening,38
354,33,Male,France,Standard,Animation,2.84,Evening,53
355,34,Female,USA,Premium,Drama,1.9,Morning,56
356,22,Male,Germany,Standard,Drama,0.93,Night,42
357,34,Female,Australia,Premium,Fantasy,0.5,Afternoon,50
358,31,Female,India,Basic,Comedy,0.5,Night,14
359,38,Female,USA,Premium,"Sci-Fi,Drama",0.64,Evening,28
360,25,Female,UK,Standard,"Sci-Fi,Romance",5.01,Afternoon,34
361,41,Female,Canada,Standard,"Action,Horror",1.64,Evening,4
362,53,Male,India,Standard,Sci-Fi,2.97,Evening,47
363,33,Female,Mexico,Standard,"Animation,Romance,Thriller",1.55,Afternoon,25
364,39,Male,USA,Basic,"Horror,Comedy",1.6,Evening,53
365,43,Female,USA,Premium,"Thriller,Drama",4.32,Afternoon,55
366,30,Female,Canada,Basic,Animation,3.69,Evening,55
367,37,Male,USA,Basic,"Drama,Animation",0.66,Evening,6
368,35,Male,UK,Standard,"Horror,Fantasy",2.46,Evening,28
369,36,Male,USA,Premium,"Animation,Horror",2.85,Afternoon,38
370,25,Female,France,Basic,"Horror,Comedy,Fantasy",1.3,Night,9
371,35,Female,India,Premium,"Comedy,Action",0.5,Evening,52
372,40,Female,India,Premium,"Sci-Fi,Comedy",1.16,Evening,18
373,52,Female,UK,Standard,Animation,1.11,Evening,55
374,46,Female,Germany,Standard,"Sci-Fi,Romance,Fantasy",2.93,Night,31
375,60,Male,Brazil,Premium,"Drama,Comedy,Animation",4.15,Evening,22
376,25,Male,USA,Standard,Documentary,1.26,Afternoon,4
377,45,Female,France,Standard,"Animation,Action,Horror",2.59,Evening,33
378,37,Female,UK,Premium,Comedy,2.57,Evening,36
379,61,Female,USA,Premium,"Drama,Romance,Comedy",2.61,Morning,54
380,25,Male,UK,Premium,"Drama,Fantasy",2.02,Evening,59
381,24,Male,USA,Standard,Drama,2.48,Night,35
382,27,Male,France,Standard,"Drama,Documentary",5.06,Evening,13
383,18,Male,USA,Standard,"Horror,Drama,Sci-Fi",6.37,Evening,15
384,28,Male,UK,Standard,Horror,0.5,Evening,33
385,25,Female,USA,Standard,"Thriller,Fantasy",0.5,Afternoon,28
386,36,Male,Mexico,Standard,"Horror,Romance,Thriller",1.83,Evening,48
387,39,Female,Canada,Standard,"Drama,Documentary,Romance",1.33,Night,34
388,57,Male,Germany,Premium,"Fantasy,Comedy,Animation",1.5,Afternoon,38
389,46,Female,Germany,Premium,Drama,1.53,Afternoon,1
390,28,Male,UK,Premium,"Thriller,Fantasy",5.64,Morning,54
391,24,Male,USA,Basic,"Sci-Fi,Fantasy",2.53,Night,31
392,40,Male,Japan,Basic,"Comedy,Sci-Fi,Drama",1.46,Evening,49
393,19,Other,USA,Premium,"Fantasy,Thriller,Drama",1.52,Afternoon,17
394,56,Female,USA,Standard,"Action,Fantasy",4.65,Evening,22
395,49,Male,Japan,Standard,"Thriller,Action,Animation",0.61,Evening,32
396,29,Male,USA,Basic,"Thriller,Animation",0.5,Night,29
397,18,Female,UK,Standard,Comedy,1.63,Evening,1
398,51,Male,Canada,Standard,Drama,8.0,Evening,48
399,33,Male,UK,Premium,"Drama,Animation",4.21,Afternoon,28
400,49,Female,France,Premium,"Horror,Animation,Action",1.31,Afternoon,41
