user_id,show_id,rating,liked,minutes_watched,watch_percentage,interaction_date
376,115290,5.6,0,27,22.5,2024-02-21
4868,331061,7.3,1,104,87.3,2024-06-26
850,710692,4.4,0,119,99.6,2024-09-07
3973,323660,7.2,0,19,16.0,2024-09-18
4312,286538,6.9,1,49,40.8,2024-09-14
589,668742,6.6,1,74,62.0,2024-02-29
2383,597094,9.2,1,112,93.9,2024-01-29
907,758866,5.1,0,8,7.0,2024-03-24
3094,887074,5.7,0,2,1.8,2024-07-26
3611,62934,5.1,0,34,28.5,2024-11-14
117,91333,9.6,1,43,36.5,2024-03-16
2937,109410,4.9,1,61,51.1,2024-07-12
90,85525,8.5,1,73,60.9,2024-03-24
208,47979,6.7,1,102,85.4,2024-08-08
3703,46429,8.0,1,50,42.0,2024-12-29
3454,425652,6.5,1,109,91.1,2024-01-18
3624,858017,7.6,1,84,70.1,2024-11-21
3217,680531,7.8,1,110,92.4,2024-09-20
2361,46689,5.9,0,10,8.6,2024-11-29
969,899718,7.0,0,85,71.1,2024-05-30
4404,1160195,7.6,1,96,80.2,2024-01-26
3720,35138,7.5,1,101,84.8,2024-11-19
3682,1422627,6.4,0,43,36.2,2024-11-11
1441,744594,8.8,1,4,4.0,2024-10-30
3365,670981,4.4,0,63,53.1,2024-02-21
2542,226074,6.8,1,75,62.8,2024-03-24
1476,674324,7.0,1,100,83.8,2024-05-04
2632,364116,3.7,0,18,15.6,2024-04-28
662,743173,4.3,0,10,8.9,2024-04-11
2602,1241894,7.7,0,18,15.2,2024-02-27
342,280996,4.8,0,5,4.5,2024-01-12
4753,1079201,6.4,0,3,3.3,2024-02-07
1524,140934,4.3,0,40,34.2,2024-01-12
561,809107,7.8,1,84,70.3,2024-09-22
1986,387773,5.2,0,4,3.6,2024-01-25
4224,796428,7.4,1,73,60.8,2024-06-26
1951,263109,7.6,0,6,5.1,2024-06-26
1509,1254780,1.6,0,16,13.5,2024-05-28
901,1320330,7.0,1,96,80.3,2024-04-21
3836,39693,5.3,0,19,16.1,2024-08-01
2248,444090,7.6,0,2,1.9,2024-05-12
148,388440,7.3,0,23,19.6,2024-04-28
4286,381353,8.7,1,96,80.2,2024-04-23
2838,879957,8.1,1,26,22.4,2024-05-14
4759,1219529,7.9,0,8,7.2,2024-12-18
2744,429417,6.9,0,61,50.9,2024-12-27
3563,82631,7.4,1,92,77.5,2024-03-15
3984,78093,5.7,1,119,99.3,2024-09-16
4284,49021,7.2,0,36,30.7,2024-03-16
542,310133,6.4,1,89,74.7,2024-08-27
2011,348657,4.1,1,25,21.0,2024-10-28
4677,1142615,6.6,0,4,3.4,2024-03-24
4644,382518,7.9,0,20,17.3,2024-01-07
3142,1166133,8.5,1,96,80.5,2024-12-06
4480,740903,7.8,0,35,29.5,2024-03-05
4949,831028,9.2,1,108,90.8,2024-03-08
4980,1087205,7.7,1,94,78.3,2024-10-05
2427,829051,7.5,1,45,37.5,2024-09-19
4944,237584,8.5,1,83,69.2,2024-01-21
670,234200,4.3,0,49,41.0,2024-12-29
1900,121602,7.7,1,79,66.1,2024-06-24
896,339408,6.0,0,21,17.8,2024-10-29
4629,413543,4.4,0,9,8.1,2024-11-29
596,715756,5.4,0,34,29.0,2024-11-15
3448,1409736,10.0,1,118,98.6,2024-02-04
779,1421053,6.2,1,90,75.3,2024-01-15
1897,1029827,5.0,1,25,21.3,2024-06-10
2395,691179,1.7,0,9,8.2,2024-02-18
1326,276922,5.5,1,96,80.7,2024-09-23
1518,150540,2.3,0,119,100.0,2024-12-12
174,823598,7.1,1,20,17.0,2024-07-20
2498,104226,7.3,1,114,95.6,2024-03-21
4009,873126,3.1,0,16,13.5,2024-03-13
4021,571384,6.6,1,69,58.0,2024-06-15
3362,391423,6.1,1,115,96.6,2024-04-22
1901,595867,7.4,1,92,77.4,2024-01-30
4010,492621,3.3,0,1,1.0,2024-12-30
4917,337755,6.8,1,114,95.1,2024-12-19
2187,906221,7.0,1,114,95.7,2024-01-05
977,9364,6.0,1,109,91.6,2024-07-21
4800,94887,9.3,1,53,44.2,2024-11-20
943,475242,8.3,1,4,4.2,2024-05-20
1768,1004685,7.4,1,103,86.0,2024-09-15
910,34806,8.6,1,91,75.9,2024-08-02
974,267457,7.8,0,31,26.1,2024-02-23
1588,529982,6.2,1,47,39.7,2024-03-15
1265,425134,6.3,1,51,42.7,2024-11-02
2189,580626,10.0,1,79,66.1,2024-04-03
4629,398175,6.1,1,59,50.0,2024-06-14
3894,1053592,8.7,1,78,65.2,2024-02-22
2101,822138,4.2,0,31,26.2,2024-06-04
2832,802504,1.0,0,61,51.4,2024-07-26
4580,74447,6.0,1,1,1.6,2024-08-20
1553,331061,7.3,1,98,82.3,2024-06-07
4782,464026,3.8,0,52,43.8,2024-03-18
2350,77261,6.5,1,55,46.1,2024-11-27
357,1093994,7.3,0,9,7.9,2024-03-21
4283,224178,6.3,1,3,2.6,2024-12-14
3948,73872,5.7,1,17,14.7,2024-06-02
3700,868985,9.5,1,60,50.4,2024-06-02
4648,466438,2.9,0,13,11.0,2024-02-09
3608,727132,6.4,1,119,99.9,2024-10-29
1988,846433,7.0,0,40,33.9,2024-11-05
2709,54486,5.2,0,72,60.8,2024-04-13
3855,449664,7.5,1,56,46.9,2024-12-17
1152,324562,7.3,0,62,51.8,2024-05-26
2764,202796,4.4,0,99,82.8,2024-10-09
140,46221,6.7,1,66,55.6,2024-03-19
4311,498743,5.4,1,8,7.5,2024-08-06
3276,540248,7.4,0,24,20.6,2024-10-16
1743,81401,7.7,1,17,14.3,2024-03-08
817,415010,4.2,0,22,19.0,2024-09-04
860,799379,4.2,1,16,13.7,2024-04-03
1328,77812,7.1,0,112,94.1,2024-10-10
2913,618363,6.2,1,115,96.4,2024-08-01
4352,434714,4.5,1,51,42.9,2024-10-17
4165,620705,8.5,1,14,12.3,2024-04-06
1237,404141,4.7,0,22,19.1,2024-06-13
3671,116463,6.6,0,6,5.3,2024-05-01
1674,1105407,5.5,1,59,49.7,2024-11-25
449,99117,5.1,0,26,22.0,2024-11-20
4401,1167307,5.6,0,5,4.2,2024-12-01
2473,657011,6.2,0,1,1.0,2024-07-12
3808,172631,7.5,1,114,95.7,2024-06-30
206,277713,7.5,1,64,53.7,2024-11-09
1893,209403,4.0,0,75,63.2,2024-10-03
4954,408490,5.1,0,36,30.6,2024-12-01
2641,246524,7.9,1,7,6.7,2024-04-19
923,151092,3.9,0,6,5.0,2024-11-11
3192,68450,3.7,0,2,1.9,2024-10-25
957,1425588,7.7,1,1,1.0,2024-04-23
3505,57173,7.5,0,37,31.4,2024-02-17
2259,283566,9.4,1,105,87.5,2024-12-04
4929,1235610,9.9,1,58,48.4,2024-01-13
3021,65345,3.2,0,25,21.4,2024-06-03
3328,328252,2.7,0,39,33.0,2024-01-11
1095,92591,4.3,0,63,52.7,2024-02-05
2149,619979,5.9,1,22,19.1,2024-04-21
3217,142061,6.7,0,23,19.6,2024-03-22
845,1138194,7.4,1,95,79.2,2024-09-26
1631,157825,6.1,1,41,34.8,2024-03-12
2054,510318,8.5,0,119,99.2,2024-07-23
337,624963,5.4,0,65,54.8,2024-08-08
1118,781453,5.4,1,94,78.9,2024-09-21
3872,60228,8.2,1,56,47.4,2024-02-25
4486,707103,7.8,1,91,76.6,2024-04-28
4389,472640,3.8,0,104,87.1,2024-10-10
4993,66470,5.0,0,22,19.0,2024-01-05
1978,201749,2.0,0,4,4.1,2024-05-28
4948,339065,4.6,0,17,14.4,2024-03-31
530,601635,7.7,1,50,41.7,2024-12-14
3269,52060,8.2,1,118,98.4,2024-07-04
1720,1430153,4.6,0,92,77.0,2024-03-18
4525,126400,7.5,0,21,17.7,2024-10-29
3077,58515,7.4,0,87,73.1,2024-02-13
1896,634492,7.1,0,2,2.5,2024-07-08
4525,1062715,5.4,0,16,13.5,2024-02-29
3682,177494,5.9,1,107,89.4,2024-11-18
3178,246449,7.6,1,22,18.6,2024-03-16
599,755437,2.5,0,45,38.3,2024-11-29
3427,498934,6.2,1,102,85.1,2024-09-28
241,277237,7.2,1,23,19.6,2024-03-03
4988,49040,4.3,0,8,6.8,2024-10-11
4291,271948,2.6,0,16,13.5,2024-12-21
45,104109,2.4,0,22,19.0,2024-12-03
3589,460321,8.4,1,79,66.0,2024-09-29
144,437557,4.9,0,68,57.4,2024-06-30
3010,442370,6.8,1,74,62.0,2024-06-10
3673,1109086,6.4,0,82,69.1,2024-04-10
2173,1059264,2.4,0,22,19.1,2024-12-21
4536,204634,7.0,1,56,47.4,2024-03-27
3214,84383,6.0,1,89,74.4,2024-09-07
2339,1110859,3.8,0,6,5.1,2024-08-05
2576,427175,6.2,1,97,81.4,2024-12-29
1645,750466,9.2,1,92,76.8,2024-01-20
4307,103551,4.9,0,14,12.2,2024-03-05
4424,79395,5.6,0,7,6.1,2024-08-22
313,287767,5.5,1,66,55.2,2024-12-02
3794,1418815,6.3,0,56,46.8,2024-06-26
4553,1305194,7.1,1,115,96.0,2024-10-30
4058,484247,4.2,0,37,31.3,2024-12-22
2081,376570,3.9,0,15,12.5,2024-01-11
4676,575299,6.3,0,42,35.4,2024-05-29
2775,1116465,6.7,1,94,78.9,2024-01-08
4087,647325,6.6,0,76,63.8,2024-11-01
3537,643534,6.5,0,29,24.8,2024-08-07
2529,471968,6.7,0,35,29.7,2024-04-23
3183,74119,9.9,1,83,69.4,2024-10-15
2963,1130818,5.7,1,112,93.9,2024-08-01
4181,149490,8.0,0,40,33.7,2024-06-16
4531,37832,7.2,0,72,60.6,2024-01-28
1986,1103705,7.6,0,3,3.3,2024-01-01
4249,89325,2.9,0,4,3.6,2024-12-10
45,480410,7.0,0,7,5.9,2024-04-18
1412,779029,4.6,1,57,47.7,2024-09-24
549,958182,4.9,1,109,90.9,2024-06-01
3085,1318668,3.9,0,4,4.0,2024-08-03
3433,124294,4.5,0,35,29.6,2024-01-10
2594,381075,7.0,0,82,69.1,2024-10-02
3184,128206,8.5,1,8,7.1,2024-06-26
2623,342672,4.8,0,66,55.2,2024-07-24
3570,361931,5.3,0,105,88.0,2024-11-29
889,1232569,4.4,0,20,17.4,2024-05-01
3200,407794,6.6,0,54,45.1,2024-06-05
1446,660330,4.8,1,92,77.0,2024-10-21
4285,526224,7.6,1,74,62.1,2024-10-11
2965,117942,7.9,1,79,66.0,2024-11-11
611,952062,5.4,1,112,94.0,2024-10-17
3186,73869,5.9,1,24,20.8,2024-07-24
327,283389,3.3,0,17,14.5,2024-11-30
1068,23483,5.8,1,105,88.2,2024-03-19
2461,695773,5.9,0,107,89.9,2024-04-06
2122,1427811,6.1,0,78,65.8,2024-10-04
2495,1106904,6.3,1,110,92.3,2024-05-16
2884,1209511,4.1,0,5,4.3,2024-06-05
735,1146972,1.0,0,13,11.5,2024-03-16
4273,513367,7.1,0,101,84.3,2024-05-23
2490,442056,2.8,0,7,6.5,2024-05-19
4826,496349,7.9,1,44,37.5,2024-02-15
4995,503417,6.5,1,97,81.3,2024-06-03
816,593402,3.2,0,9,7.6,2024-11-23
1642,53172,3.3,0,2,1.7,2024-12-19
4310,475946,6.1,0,15,13.2,2024-12-27
4556,646593,2.0,0,64,53.6,2024-05-24
242,1180417,6.7,0,69,58.2,2024-06-28
3866,500006,4.9,1,31,26.5,2024-07-04
3236,1010826,7.3,1,78,65.3,2024-01-13
1363,337401,6.3,0,17,14.6,2024-09-10
329,689782,8.4,1,108,90.5,2024-01-11
4122,775244,4.1,0,25,21.6,2024-10-26
4453,473149,7.9,1,55,46.5,2024-05-22
2447,631346,6.7,0,12,10.3,2024-09-11
4525,470918,5.5,1,71,59.7,2024-11-19
2247,78215,8.2,1,29,24.2,2024-12-07
3065,480465,8.0,0,6,5.2,2024-07-24
4158,719825,4.6,0,6,5.4,2024-05-07
2739,470528,7.2,1,1,1.0,2024-10-18
3338,341012,4.0,0,21,18.1,2024-05-06
4333,54694,4.0,0,22,19.1,2024-11-24
1041,295237,10.0,1,110,92.2,2024-01-14
1861,1400736,1.0,0,3,3.1,2024-04-12
2940,1416651,5.1,1,114,95.3,2024-09-11
2595,289712,6.6,0,13,11.1,2024-06-26
2858,634524,6.2,0,12,10.1,2024-06-27
418,127548,2.2,0,21,17.7,2024-08-06
4813,519056,7.6,0,33,27.7,2024-09-14
3833,1415263,5.3,0,94,78.5,2024-06-29
493,372782,6.3,1,119,99.6,2024-08-24
4935,154400,7.7,0,85,70.9,2024-02-21
3862,1163189,4.0,0,114,95.0,2024-04-01
2791,1305042,8.6,1,113,94.4,2024-02-08
4868,1134531,6.1,0,33,27.8,2024-07-28
4222,855810,5.7,0,75,62.9,2024-08-05
3053,754067,8.9,1,57,47.5,2024-07-04
3902,460668,6.8,0,14,12.3,2024-10-18
2934,723389,4.5,0,61,51.1,2024-08-07
2888,63064,5.3,1,90,75.5,2024-11-09
3671,700548,7.8,1,98,82.3,2024-11-28
2497,727132,9.0,1,111,92.5,2024-03-15
1506,571627,4.5,0,1,1.5,2024-02-05
2041,256103,4.9,0,18,15.6,2024-04-12
1583,1407162,4.3,0,5,4.4,2024-05-02
3666,403390,4.4,0,1,1.0,2024-05-22
4728,37832,7.6,1,102,85.7,2024-12-18
1116,50348,6.9,0,69,57.8,2024-01-25
3763,62206,6.6,1,63,52.7,2024-11-18
4493,492616,5.4,0,11,9.4,2024-02-15
4652,728366,6.9,0,27,22.8,2024-03-23
1920,438808,9.9,1,89,75.0,2024-10-08
4229,1276003,6.9,0,110,92.2,2024-07-04
1998,1158874,4.3,0,19,15.9,2024-08-13
1210,264419,7.1,0,20,16.7,2024-12-21
4235,606146,3.1,0,8,6.9,2024-09-12
1461,1361638,6.6,0,45,38.3,2024-09-04
2350,118279,6.6,0,20,17.2,2024-12-06
2909,1047925,4.3,0,89,74.2,2024-06-23
2435,44032,7.7,1,89,74.5,2024-07-06
1010,627394,5.1,1,104,87.0,2024-06-01
401,1420613,7.6,1,37,31.4,2024-04-10
2594,89825,6.6,1,34,28.5,2024-09-29
1312,416680,3.3,0,85,71.4,2024-04-30
3254,221110,5.9,1,86,71.8,2024-08-14
4416,369233,6.3,1,2,2.0,2024-03-30
2931,297544,7.8,1,110,91.7,2024-03-18
75,57059,6.8,1,25,21.2,2024-12-02
2603,449132,4.4,1,30,25.0,2024-07-21
3286,450766,8.2,1,10,8.7,2024-10-08
4834,149871,5.2,0,17,14.5,2024-03-23
1264,405882,6.4,1,29,24.9,2024-07-09
4420,1191815,5.4,0,17,14.2,2024-07-18
1889,872709,5.3,1,94,79.2,2024-11-05
3668,79836,3.3,0,65,55.0,2024-10-22
1570,901563,5.7,1,104,87.4,2024-10-02
4921,312669,8.1,0,91,76.2,2024-11-28
1894,253279,8.3,1,11,9.6,2024-05-09
2463,641790,6.4,1,30,25.1,2024-11-05
1413,63462,5.9,0,38,32.0,2024-12-02
810,1410399,4.4,0,65,55.0,2024-04-14
1626,676701,4.0,0,103,86.7,2024-06-30
1342,175112,6.2,0,11,9.7,2024-10-02
2739,520552,5.4,1,83,69.6,2024-02-13
4224,644495,7.0,1,25,21.3,2024-07-22
4648,514593,9.0,1,102,85.7,2024-10-03
293,542444,6.0,1,56,47.2,2024-10-16
1479,1025169,7.8,1,25,20.9,2024-05-03
3603,205775,7.2,1,24,20.6,2024-04-01
2503,1049951,5.0,1,90,75.1,2024-04-02
2980,418078,7.5,1,113,94.6,2024-12-02
149,37686,6.2,1,107,89.3,2024-11-29
4847,640265,7.1,1,116,97.4,2024-12-21
4312,1421801,6.9,1,44,36.7,2024-04-15
3265,332177,3.8,0,25,21.2,2024-07-16
3395,76025,2.6,0,13,11.1,2024-10-16
4865,110148,6.0,0,5,4.9,2024-10-06
3789,79940,6.8,1,14,12.1,2024-02-25
3325,391626,1.7,0,27,23.0,2024-05-25
2764,45104,6.4,1,117,98.2,2024-06-09
3650,877703,5.9,1,35,29.5,2024-02-11
4693,95775,5.5,0,16,13.8,2024-12-14
1466,171274,7.2,1,73,61.6,2024-09-27
2948,687209,7.6,1,95,79.4,2024-04-16
3938,139156,4.1,1,24,20.5,2024-09-21
982,334536,7.3,1,11,9.4,2024-05-18
299,115782,7.6,1,79,66.6,2024-06-27
1862,814889,6.2,1,109,91.5,2024-03-17
681,532067,4.0,1,77,64.6,2024-02-14
2512,528491,1.0,0,31,26.1,2024-12-07
4324,1399179,3.2,0,82,69.0,2024-10-30
768,385320,5.5,0,32,27.2,2024-12-17
4641,123024,6.7,1,30,25.4,2024-12-03
2652,1095340,6.2,1,116,96.7,2024-12-04
3138,398826,6.4,1,87,72.7,2024-12-26
338,392681,5.3,1,81,67.8,2024-09-07
2517,765869,8.0,0,1,1.5,2024-01-10
1380,280795,7.4,1,87,73.1,2024-01-09
4726,136585,6.7,0,24,20.1,2024-12-20
497,159211,7.4,0,43,36.1,2024-05-31
2648,20352,6.9,0,15,13.1,2024-09-22
3568,265189,7.7,1,55,46.1,2024-01-16
278,595743,8.3,1,100,83.9,2024-09-27
3960,1019923,5.3,1,38,32.4,2024-03-13
2016,534993,5.7,0,66,55.3,2024-09-29
1604,1145725,5.7,1,66,55.4,2024-08-27
871,1418489,4.1,0,47,39.5,2024-01-23
296,643882,3.3,0,116,96.9,2024-11-24
3259,1177911,6.6,0,12,10.7,2024-03-05
4612,520016,8.3,1,94,78.9,2024-05-07
3962,910596,7.1,1,46,38.7,2024-09-24
1752,508935,7.8,1,105,87.9,2024-02-12
977,438058,4.6,0,5,4.7,2024-08-01
2109,929633,5.5,1,30,25.8,2024-02-04
4740,79040,5.4,0,14,12.2,2024-06-18
1849,759001,7.0,0,70,58.5,2024-06-24
1150,754765,6.9,0,6,5.3,2024-11-06
557,122906,4.2,0,25,20.9,2024-04-17
1987,621749,3.0,0,46,38.5,2024-12-06
452,670327,8.4,1,89,74.8,2024-05-21
4240,705861,6.3,1,36,30.0,2024-03-27
992,580175,5.2,1,97,81.2,2024-04-30
1506,269776,4.2,0,7,6.6,2024-08-29
2894,54525,6.8,1,66,55.6,2024-09-14
4371,85542,3.4,0,71,59.6,2024-06-21
4100,140894,5.9,1,111,92.6,2024-04-25
3028,575479,4.3,1,80,67.4,2024-01-01
4300,1302017,7.2,1,60,50.6,2024-02-07
3497,555604,3.6,0,4,3.6,2024-08-01
1586,301325,7.2,1,69,57.6,2024-05-07
4413,1167351,8.8,1,28,23.3,2024-03-09
4638,842606,4.9,0,58,49.0,2024-09-17
3149,50652,5.3,1,52,43.9,2024-08-22
4723,84228,9.1,1,117,98.3,2024-07-24
503,500904,5.4,1,100,83.5,2024-03-26
1161,280840,6.0,1,11,9.7,2024-10-20
1441,1216512,6.9,0,11,10.0,2024-01-29
833,502164,2.8,0,24,20.4,2024-02-02
4356,172767,6.9,1,56,47.0,2024-04-16
2016,393445,6.8,0,2,2.3,2024-07-24
3689,76812,5.5,1,99,82.8,2024-07-01
2893,478860,10.0,1,92,77.2,2024-01-17
4824,52451,10.0,1,99,82.6,2024-12-24
2918,797838,3.6,0,24,20.4,2024-05-14
4657,1003579,5.2,1,66,55.1,2024-04-18
1020,405774,3.4,0,6,5.6,2024-06-21
4254,804413,7.8,0,3,3.2,2024-04-02
1836,931954,8.7,1,106,88.8,2024-09-25
3933,1061617,5.4,0,6,5.4,2024-05-18
273,1101582,4.9,0,14,12.1,2024-08-21
2839,69792,5.5,1,82,68.6,2024-12-09
4975,1018754,8.0,1,104,86.8,2024-03-23
1056,583083,6.2,1,94,79.0,2024-10-16
794,702037,4.5,1,94,79.1,2024-03-14
1360,671622,4.9,0,6,5.4,2024-08-22
4932,570132,6.7,1,114,95.4,2024-05-18
4420,396289,8.0,0,107,89.7,2024-07-26
1661,414906,7.3,1,16,14.1,2024-09-28
3131,282813,7.4,1,6,5.2,2024-05-08
1032,721625,4.3,0,19,15.9,2024-08-03
3851,721831,2.8,0,5,4.8,2024-08-26
268,790462,7.0,0,12,10.3,2024-03-09
1110,403450,6.8,1,12,10.4,2024-06-02
3496,679057,6.6,0,11,9.8,2024-07-29
1208,690369,6.0,0,31,26.4,2024-02-06
3837,116248,5.0,0,9,7.5,2024-07-13
343,128655,3.4,0,65,54.4,2024-09-10
1901,118628,8.8,1,119,99.4,2024-11-24
256,429467,4.3,0,22,19.0,2024-03-11
3507,318279,10.0,1,51,43.3,2024-12-08
2737,251736,7.4,0,12,10.4,2024-02-14
2429,193756,6.3,1,70,59.0,2024-05-10
3808,473234,8.5,1,42,35.4,2024-07-30
3823,934207,6.7,0,33,28.0,2024-02-25
3599,996821,6.9,0,9,7.5,2024-10-26
1042,406992,6.9,0,97,81.6,2024-03-16
3236,159121,7.7,1,29,24.4,2024-02-29
3197,531503,8.8,1,118,99.0,2024-01-04
2197,574376,7.8,0,9,8.0,2024-08-08
1452,183836,5.8,0,46,39.1,2024-07-15
2693,595813,7.4,1,89,74.2,2024-04-09
256,59726,5.6,0,18,15.1,2024-10-08
3338,708336,6.4,0,8,7.3,2024-05-19
2458,341006,7.7,1,61,51.1,2024-08-24
4078,272691,5.1,1,91,76.3,2024-07-17
2620,391629,4.6,0,80,67.0,2024-08-30
4360,1207830,3.4,0,20,17.1,2024-06-04
1873,1084199,6.8,1,66,55.3,2024-04-11
4577,843846,6.5,0,80,66.7,2024-10-13
4972,80034,6.2,1,108,90.5,2024-02-12
4616,727502,10.0,1,38,32.4,2024-03-07
3686,533592,4.1,1,104,86.7,2024-12-07
4800,464825,6.3,1,119,99.7,2024-04-15
4515,100042,7.2,0,62,52.2,2024-01-14
2181,62613,4.5,0,1,1.4,2024-08-03
3176,451618,4.9,1,92,76.8,2024-12-21
125,739643,8.0,1,101,84.6,2024-10-08
4840,729854,6.3,1,94,79.0,2024-04-04
991,403964,4.6,0,81,67.6,2024-03-16
3710,59415,6.3,1,85,71.1,2024-01-13
3219,741074,6.5,1,78,65.5,2024-09-10
1204,249164,7.5,1,35,29.5,2024-03-24
3536,567189,4.4,0,1,1.0,2024-09-03
3750,1158874,7.3,1,18,15.5,2024-09-12
2940,100042,6.3,1,43,36.3,2024-02-03
3654,533533,6.4,0,31,26.5,2024-02-11
731,26022,5.3,1,73,61.0,2024-09-20
790,1127175,5.0,0,10,9.0,2024-03-21
2805,857598,6.5,0,98,82.2,2024-06-13
3443,79940,5.7,1,107,89.7,2024-01-21
4736,717634,7.4,0,63,53.2,2024-01-02
2712,62489,7.6,0,27,23.3,2024-06-15
4256,776305,10.0,1,80,67.4,2024-07-01
1266,351901,8.0,1,105,87.7,2024-02-11
3425,65759,5.7,0,45,38.0,2024-04-16
1352,439466,7.8,0,60,50.4,2024-04-29
4723,894686,8.3,1,102,85.5,2024-03-26
787,1433947,8.1,1,6,5.5,2024-08-06
1833,504231,6.5,0,30,25.3,2024-05-04
2597,430830,7.1,1,82,69.0,2024-04-29
976,168259,10.0,1,17,14.4,2024-12-14
2532,645985,10.0,1,1,1.4,2024-02-05
1441,1224481,2.2,0,49,41.2,2024-01-08
539,537915,7.1,1,21,18.0,2024-08-08
3189,489245,7.0,0,74,62.1,2024-11-24
3004,493675,9.4,1,58,48.4,2024-04-05
3760,455974,6.0,0,22,18.4,2024-08-01
2407,519176,5.5,1,103,86.2,2024-02-17
1501,291351,5.1,0,106,88.7,2024-07-28
4540,109414,5.8,1,93,78.2,2024-08-29
3598,477072,9.1,1,17,14.5,2024-01-09
30,1252551,6.2,1,1,1.4,2024-09-22
329,947890,1.0,0,18,15.5,2024-04-16
405,418078,8.2,1,93,77.7,2024-09-25
1452,283726,7.4,1,69,58.0,2024-10-30
4675,227738,7.9,0,99,83.0,2024-05-12
4410,48243,7.0,1,111,93.2,2024-03-05
684,70577,7.6,1,83,69.5,2024-03-06
680,414190,5.9,1,75,63.1,2024-02-20
634,350160,5.8,0,43,36.1,2024-06-11
4883,1405189,5.3,0,75,62.7,2024-02-04
1393,110420,7.2,0,23,19.8,2024-08-20
3800,355506,5.2,1,106,88.8,2024-02-19
3679,1171640,7.3,1,42,35.2,2024-04-25
1076,420707,4.4,0,26,21.8,2024-10-26
3598,1134433,6.7,0,52,43.9,2024-01-18
1616,1039882,9.1,1,87,73.2,2024-08-29
900,41518,3.9,0,50,42.0,2024-12-20
2632,73686,2.3,0,17,14.7,2024-02-19
4896,647063,4.4,0,70,58.7,2024-05-14
3213,177656,3.8,0,36,30.5,2024-09-02
272,70981,8.4,1,95,79.9,2024-07-04
174,969686,6.1,1,88,74.0,2024-09-18
2522,369860,7.3,1,81,67.8,2024-12-09
4290,244267,7.4,1,64,53.4,2024-03-20
3764,550988,5.4,1,119,99.6,2024-06-14
3528,766798,7.2,1,79,66.4,2024-01-01
3492,891636,8.9,1,59,49.8,2024-11-01
4482,519176,9.2,1,105,88.3,2024-01-28
3701,592807,2.6,0,13,11.6,2024-01-19
4036,1306631,3.5,0,106,88.5,2024-07-01
864,861451,7.4,0,17,15.0,2024-05-15
